iter	Logloss
216	0.2315318462
217	0.2302659866
218	0.2299434193
219	0.2293399536
220	0.228376332
221	0.2281435006
222	0.2275025933
223	0.2268761013
224	0.22600286
225	0.2245712988
226	0.2231266852
227	0.2223918643
228	0.2221650039
229	0.2218467426
230	0.220869665
231	0.2194152063
232	0.2192009348
233	0.2182422607
234	0.2174166896
235	0.2161335378
236	0.2154594766
237	0.2141492455
238	0.2128592874
239	0.2122435014
240	0.2106841365
241	0.2096531206
242	0.2093919674
243	0.2089653294
244	0.2085341063
245	0.2080200284
246	0.207545871
247	0.2061701911
248	0.2057090443
249	0.2053149185
250	0.2042177138
251	0.2031567375
252	0.2027437147
253	0.2022074126
254	0.2006246621
255	0.1999716088
256	0.1989809436
257	0.1976103161
258	0.1965415516
259	0.1952633651
260	0.1951113897
261	0.1938540811
262	0.1937305692
263	0.1926658485
264	0.1917049848
265	0.1904517604
266	0.1899609715
267	0.1898065154
268	0.188741755
269	0.1886097944
270	0.1874458588
271	0.1870102396
272	0.185775088
273	0.1850845856
274	0.1840341138
275	0.1831813719
276	0.1826115284
277	0.1817698486
278	0.1815269795
279	0.1811843324
280	0.1805949992
281	0.1792836408
282	0.1785797996
283	0.1775473729
284	0.1771427198
285	0.1764308323
286	0.1758650735
287	0.1751627771
288	0.1740844816
289	0.1727526806
290	0.172199513
291	0.1720138162
292	0.1717077121
293	0.170522237
294	0.1693154959
295	0.1679828064
296	0.1670680172
297	0.1656501985
298	0.1648579019
299	0.1643194755
300	0.1629877777
301	0.1619745876
302	0.1614396008
303	0.1610071922
304	0.160447332
305	0.1598797222
306	0.1596245267
307	0.1590658497
308	0.1587942792
309	0.1581707071
310	0.1573517239
311	0.1562430733
312	0.1553627696
313	0.154762229
314	0.1543340865
315	0.1538147409
316	0.1530266511
317	0.152348493
318	0.1514081954
319	0.15113131
320	0.150525446
321	0.1502962418
322	0.1498268454
323	0.1496738291
324	0.1494832881
325	0.1494506404
326	0.1486493512
327	0.1481412235
328	0.1473449406
329	0.146718507
330	0.1462104333
331	0.1456804819
332	0.1452685839
333	0.1442822951
334	0.1431882402
335	0.1428182542
336	0.1424796246
337	0.1421236169
338	0.1409678126
339	0.1405006534
340	0.1401112931
341	0.1392360543
342	0.1389579556
343	0.138359012
344	0.1378424074
345	0.1370684379
346	0.1368655539
347	0.1365857876
348	0.1361064118
349	0.1360026568
350	0.1353159721
351	0.1350162928
352	0.1348889538
353	0.1346404289
354	0.1341034623
355	0.1337900972
356	0.1330792876
357	0.13252929
358	0.1318142211
359	0.1312094768
360	0.1307343708
361	0.1306222276
362	0.1301978976
363	0.1300221849
364	0.1299721932
365	0.1292314254
366	0.1289542264
367	0.1284665083
368	0.128415828
369	0.1273377922
370	0.1265331757
371	0.1259655371
372	0.1258443738
373	0.1253708134
374	0.1246563325
375	0.1243645762
376	0.1240174574
377	0.123822657
378	0.1234715645
379	0.1225852157
380	0.1219817808
381	0.1214040554
382	0.1211786927
383	0.1207032394
384	0.1206166623
385	0.1200031213
386	0.1196985347
387	0.1192659931
388	0.11870878
389	0.1184309832
390	0.1180131448
391	0.1176894241
392	0.1170767072
393	0.1167299654
394	0.116112188
395	0.1155535489
396	0.1154053483
397	0.1148955926
398	0.1143897082
399	0.1136647463
400	0.1132559994
401	0.1126459266
402	0.1120109842
403	0.1115051325
404	0.1110805754
405	0.1109670816
406	0.1106732641
407	0.1103416013
408	0.1096382463
409	0.1090292901
410	0.1088995876
411	0.1084652552
412	0.1081318924
413	0.1074773554
414	0.1069430763
415	0.1064831042
416	0.1062831395
417	0.1060809252
418	0.105799577
419	0.1056618915
420	0.1052900067
421	0.1048321058
422	0.1044164765
423	0.1040918564
424	0.103731832
425	0.1034163927
426	0.1029740743
427	0.1029078637
428	0.1025695094
429	0.1023019218
430	0.1016895157
431	0.1013799678
432	0.101192212
433	0.101136418
434	0.1008643682
435	0.1003929229
436	0.099701023
437	0.09911309588
438	0.09882685583
439	0.09830890617
440	0.09800568055
441	0.09744489995
442	0.09717787847
443	0.09658065318
444	0.09646009578
445	0.0961919238
446	0.09614603887
447	0.09595110327
448	0.09568910082
449	0.09547643669
450	0.09468122391
451	0.0946483002
452	0.09425844434
453	0.09402973272
454	0.0936879099
455	0.09323157418
456	0.09305838497
457	0.09280841917
458	0.09224519472
459	0.09202861523
460	0.09170808598
461	0.09112587148
462	0.09088415685
463	0.09041678243
464	0.09031942664
465	0.08988217603
466	0.08981716122
467	0.08964334063
468	0.08912310586
469	0.08891393924
470	0.088693337
471	0.08837046764
472	0.08784826423
473	0.08756251533
474	0.08742711753
475	0.08697878314
476	0.08653604762
477	0.08617298367
478	0.08573739257
479	0.08551252988
480	0.08519262063
481	0.08493063315
482	0.0846924044
483	0.08459307208
484	0.08415014736
485	0.08407867024
486	0.08397864102
487	0.08379492284
488	0.08361695459
489	0.08322430591
490	0.08277803586
491	0.0827665676
492	0.08244266244
493	0.08216724848
494	0.0817721017
495	0.08169586544
496	0.08131182246
497	0.08098735445
498	0.08054997573
499	0.08045997818
500	0.08024649715
501	0.08008011803
502	0.07984934481
503	0.07957910419
504	0.07931079068
505	0.0791340752
506	0.07903484923
507	0.07866086088
508	0.07838070428
509	0.07822448443
510	0.07810550344
511	0.07782864747
512	0.07754493147
513	0.07726645729
514	0.07704321219
515	0.07657409988
516	0.07632729749
517	0.07606813759
518	0.07576181646
519	0.07556799174
520	0.07548761992
521	0.07537353912
522	0.07510657906
523	0.07462302
524	0.07455167406
525	0.07429976827
526	0.07427154113
527	0.0740270409
528	0.07388860335
529	0.0738359444
530	0.07359457317
531	0.07337633503
532	0.07297241805
533	0.0727043388
534	0.07265766127
535	0.07244210834
536	0.07227081825
537	0.07189950975
538	0.07155161261
539	0.07130911811
540	0.07111562224
541	0.0708546493
542	0.07047998482
543	0.07030341118
544	0.06999834843
545	0.06983652673
546	0.06956448082
547	0.06918531019
548	0.06906864754
549	0.068891644
550	0.06854728417
551	0.06839810762
552	0.06805327844
553	0.06781840752
554	0.06777584864
555	0.06764706046
556	0.06732123863
557	0.06726840199
558	0.06713465082
559	0.06677813994
560	0.06656663267
561	0.06643528076
562	0.06623115298
563	0.06615022308
564	0.06593204707
565	0.06568584102
566	0.06555768239
567	0.06539562943
568	0.06520791579
569	0.0651365156
570	0.06506798434
571	0.06485616436
572	0.06481490241
573	0.06467834518
574	0.06459241591
575	0.06432075789
576	0.06398016892
577	0.06391202544
578	0.0638280325
579	0.06369320265
580	0.06348175669
581	0.06336139352
582	0.06330287333
583	0.06314683759
584	0.06296286104
585	0.06284400602
586	0.06249301234
587	0.06226700191
588	0.06208886006
589	0.06180194855
590	0.0617078461
591	0.06150497199
592	0.06143240537
593	0.0612201843
594	0.06110074598
595	0.0609715765
596	0.06081232523
597	0.06074300723
598	0.06060386381
599	0.06057900312
600	0.06045878499
601	0.06022613865
602	0.06019893795
603	0.06002417611
604	0.0597660179
605	0.05970644916
606	0.05948577615
607	0.0592399024
608	0.05894197259
609	0.05889449888
610	0.05872343362
611	0.05860676849
612	0.0584758863
613	0.05836095281
614	0.05816991337
615	0.05800726942
616	0.05777553832
617	0.05746679837
618	0.05744099899
619	0.05739322411
620	0.05709890753
621	0.05698778921
622	0.05684545854
623	0.0568370754
624	0.05657142358
625	0.05632224647
626	0.0561962368
627	0.0561379332
628	0.05612636168
629	0.05591637815
630	0.0559066296
631	0.05588201855
632	0.05570505644
633	0.05561082229
634	0.05544594121
635	0.05543966056
636	0.05521730164
637	0.05514080519
638	0.05487123809
639	0.0548646828
640	0.05467739033
641	0.05462387017
642	0.05446055491
643	0.05427934414
644	0.05422680645
645	0.05409244824
646	0.05395408892
647	0.05394609082
648	0.05388103224
649	0.05382971159
650	0.05379970454
651	0.05365111197
652	0.05355927118
653	0.05339141989
654	0.05322539704
655	0.05316714408
656	0.05313716495
657	0.05298249488
658	0.05296750378
659	0.05275792516
660	0.05263260332
661	0.05253175156
662	0.05243885666
663	0.05240358073
664	0.05217905996
665	0.05212900289
666	0.05212372762
667	0.05204677743
668	0.05184343987
669	0.05161647816
670	0.05147482422
671	0.05119784046
672	0.05118584691
673	0.05101211514
674	0.05078231453
675	0.05074153511
676	0.05070112749
677	0.05058014683
678	0.05045311684
679	0.05035875119
680	0.05014328337
681	0.05003991993
682	0.04991687765
683	0.04983551931
684	0.04978193481
685	0.04966584281
686	0.04948573989
687	0.04933347016
688	0.04912162161
689	0.04901423706
690	0.048932091
691	0.04880828409
692	0.04862219652
693	0.04856913755
694	0.04855225337
695	0.04843615174
696	0.04838296265
697	0.04829675963
698	0.04808754705
699	0.04805752249
700	0.0479857886
701	0.04796316899
702	0.04776341274
703	0.04765084831
704	0.04742134471
705	0.04729585192
706	0.04712627615
707	0.04708768272
708	0.04696155451
709	0.04685137771
710	0.04672009771
711	0.04669715433
712	0.04665756611
713	0.04649053015
714	0.04646009095
715	0.04631268934
716	0.0462066373
717	0.04609257413
718	0.04598453658
719	0.0459304865
720	0.04583961096
721	0.04574953499
722	0.04562065246
723	0.04558287124
724	0.04538810093
725	0.04527612622
726	0.04520791747
727	0.04513129369
728	0.04507825421
729	0.04493887278
730	0.04485924089
731	0.04478511809
732	0.04467388076
733	0.04465850328
734	0.04447676583
735	0.04433913003
736	0.04415491858
737	0.04401729389
738	0.04384489676
739	0.04374709663
740	0.0437409256
741	0.04354553898
742	0.04340795101
743	0.04329735325
744	0.04313649924
745	0.04304074299
746	0.04294219881
747	0.04292817037
748	0.04286843808
749	0.04283582027
750	0.04280237368
751	0.04278265618
752	0.04271553762
753	0.04254585903
754	0.04253170676
755	0.04247001882
756	0.04242709281
757	0.04241944305
758	0.04232264496
759	0.04222182817
760	0.04216006926
761	0.04212571809
762	0.04202452314
763	0.04182128064
764	0.04168728939
765	0.04166345656
766	0.04156931559
767	0.04149767827
768	0.04141177871
769	0.04134178285
770	0.0412958853
771	0.04113297711
772	0.04112428234
773	0.04094795121
774	0.04077089652
775	0.04068005028
776	0.04052371224
777	0.04043347377
778	0.04033662594
779	0.04017310132
780	0.04014719988
781	0.04008739465
782	0.04005763054
783	0.03989646135
784	0.03982520431
785	0.03976578133
786	0.03970400165
787	0.03966051182
788	0.03959224509
789	0.03956237955
790	0.03951618004
791	0.03947538107
792	0.03941633588
793	0.0393163783
794	0.03930573069
795	0.03925013277
796	0.03917457942
797	0.03912588293
798	0.03905544079
799	0.03894686794
800	0.03888358469
801	0.03879379113
802	0.03875823894
803	0.03869753907
804	0.03865231811
805	0.03861132566
806	0.0385916903
807	0.03855402566
808	0.03849499859
809	0.0384258562
810	0.0383733244
811	0.03836692647
812	0.03827994547
813	0.03822361317
814	0.03818106301
815	0.03817819458
816	0.03817309363
817	0.03802775832
818	0.03788095297
819	0.03781530244
820	0.03769628054
821	0.03759618033
822	0.03755219922
823	0.03748407158
824	0.03747546496
825	0.03738776528
826	0.03724921975
827	0.03714396259
828	0.0371321784
829	0.03709559845
830	0.0370892133
831	0.03702666897
832	0.03685380407
833	0.03674037422
834	0.03670010495
835	0.03663160449
836	0.03659317439
837	0.03651647923
838	0.03649524491
839	0.03636242572
840	0.03628456387
841	0.03626544495
842	0.03619266711
843	0.03613407199
844	0.03610272165
845	0.03601515259
846	0.03595181207
847	0.035866882
848	0.03582384995
849	0.03575431522
850	0.03566413102
851	0.035623084
852	0.03559345817
853	0.03550750172
854	0.03549353962
855	0.03543705944
856	0.03539388318
857	0.03537449813
858	0.03529928763
859	0.03517481183
860	0.0351318606
861	0.03512933978
862	0.03502999575
863	0.0349842348
864	0.03492140747
865	0.03488213952
866	0.03481092647
867	0.03474265675
868	0.0345905654
869	0.03452359925
870	0.03442611502
871	0.03435566335
872	0.03421732938
873	0.0340832656
874	0.03402399926
875	0.03395578273
876	0.03393626306
877	0.0338545631
878	0.03384637398
879	0.033833492
880	0.03380239508
881	0.03376866346
882	0.03364924489
883	0.03358221543
884	0.03346374736
885	0.0333583426
886	0.03330752303
887	0.03328264745
888	0.03327281695
889	0.03321552674
890	0.03316490394
891	0.03311677131
892	0.03307207309
893	0.03299889722
894	0.03293302232
895	0.03277308064
896	0.03272164415
897	0.03271220673
898	0.03262251176
899	0.03256894478
900	0.03251509217
901	0.03242598641
902	0.03237199769
903	0.03225889918
904	0.03221004976
905	0.0321244574
906	0.03206963102
907	0.0319735191
908	0.03186935949
909	0.03182154703
910	0.03177501782
911	0.03176643409
912	0.03174949542
913	0.0316900532
914	0.03157488253
915	0.03153091704
916	0.03147980783
917	0.03142493956
918	0.03136953686
919	0.03131997197
920	0.03123628596
921	0.03113290038
922	0.03111412038
923	0.03105471002
924	0.03101802491
925	0.0309534894
926	0.03087253332
927	0.03082821009
928	0.03078310643
929	0.03077248354
930	0.03072162721
931	0.03065875503
932	0.03061527069
933	0.03055777051
934	0.03051480738
935	0.03041556795
936	0.0303196129
937	0.03024615055
938	0.03021099914
939	0.03010556531
940	0.03000621854
941	0.02992968311
942	0.02987777324
943	0.02981948694
944	0.02979484428
945	0.029738883
946	0.02968506786
947	0.02962946508
948	0.02957228079
949	0.02952718608
950	0.02951219977
951	0.02944601097
952	0.02939659798
953	0.02933553035
954	0.02929885069
955	0.02926390777
956	0.02917940723
957	0.02912415532
958	0.02911217924
959	0.02905633946
960	0.02901634873
961	0.02894864262
962	0.02889841965
963	0.02884074455
964	0.02876440157
965	0.02871932845
966	0.02869014995
967	0.02860987837
968	0.02857609674
969	0.02851613417
970	0.02848109428
971	0.02844645413
972	0.02833249734
973	0.02826171157
974	0.02818719041
975	0.02815307857
976	0.02814388644
977	0.02807853459
978	0.02804666547
979	0.0279983777
980	0.0279857914
981	0.02797920517
982	0.02789960396
983	0.02789379528
984	0.02785522243
985	0.02779135016
986	0.02777327634
987	0.02768245552
988	0.02764719365
989	0.0275757563
990	0.02754579906
991	0.02750336993
992	0.02742683187
993	0.02734517239
994	0.02730960023
995	0.02728869831
996	0.02722251374
997	0.02715630776
998	0.0271386584
999	0.02711604214
1000	0.02706528718
1001	0.02700521534
1002	0.02696160987
1003	0.02695365795
1004	0.02693034645
1005	0.02689789013
1006	0.02689162958
1007	0.026847811
1008	0.02682440167
1009	0.02675836601
1010	0.02674472825
1011	0.02672796562
1012	0.02671990305
1013	0.02663120967
1014	0.02660098737
1015	0.02654312532
1016	0.02651821502
1017	0.02650305718
1018	0.02643684773
1019	0.02640891797
1020	0.02638374956
1021	0.02635432847
1022	0.02629439854
1023	0.02626945369
1024	0.02622802965
1025	0.02620002183
1026	0.02619243879
1027	0.02616147361
1028	0.02611357504
1029	0.02608246994
1030	0.0260458427
1031	0.02602227062
1032	0.02601482311
1033	0.02597493661
1034	0.02593428605
1035	0.02590060331
1036	0.02586087348
1037	0.02582515273
1038	0.0257894134
1039	0.0257510975
1040	0.0257183209
1041	0.0256877271
1042	0.0256337625
1043	0.02558893458
1044	0.02554272424
1045	0.02552041217
1046	0.02547974195
1047	0.02541970523
1048	0.02534972033
1049	0.02533744763
1050	0.02531213509
1051	0.02528032695
1052	0.02520427482
1053	0.02516741365
1054	0.02513289392
1055	0.02512578378
1056	0.02508167685
1057	0.02504262397
1058	0.02499760213
1059	0.02493789939
1060	0.02489995898
1061	0.02487831983
1062	0.02484116652
1063	0.02483416886
1064	0.02479840759
1065	0.02479548809
1066	0.02476901788
1067	0.02473959948
1068	0.02470777139
1069	0.02466530903
1070	0.02460681999
1071	0.02455228125
1072	0.02454181779
1073	0.02453077457
1074	0.02445953627
1075	0.02442705799
1076	0.02440062876
1077	0.02439400098
1078	0.02431794243
1079	0.02431287462
1080	0.02428435904
1081	0.0242200282
1082	0.02420751492
1083	0.02415961093
1084	0.02410885964
1085	0.02407689737
1086	0.02402508494
1087	0.02397329763
1088	0.02395467134
1089	0.02391247841
1090	0.02391238104
1091	0.02390146242
1092	0.023887572
1093	0.02385747842
1094	0.02384023522
1095	0.0237903701
1096	0.02375530551
1097	0.0237323029
1098	0.02372215413
1099	0.02370862359
1100	0.0236833476
1101	0.02365756775
1102	0.0235842757
1103	0.02356189523
1104	0.02352931051
1105	0.02350079887
1106	0.02345397744
1107	0.02341015142
1108	0.02338762769
1109	0.02336511073
1110	0.02332025677
1111	0.02328865022
1112	0.02327160631
1113	0.02321940296
1114	0.0231706908
1115	0.02311182838
1116	0.02306285632
1117	0.02300333683
1118	0.02295736544
1119	0.02293903412
1120	0.0229122939
1121	0.02289641197
1122	0.02287158654
1123	0.02280459733
1124	0.02278578637
1125	0.02274916853
1126	0.02269948425
1127	0.02267350044
1128	0.02266118588
1129	0.02266109484
1130	0.0226214774
1131	0.0225921442
1132	0.02259089133
1133	0.02258638849
1134	0.02256121617
1135	0.0225093261
1136	0.02249469787
1137	0.02246726558
1138	0.02240553314
1139	0.02237635436
1140	0.02233698582
1141	0.0223210269
1142	0.02230933534
1143	0.02228526135
1144	0.0222648777
1145	0.02224376024
1146	0.02223546886
1147	0.0222151368
1148	0.02218696805
1149	0.02216605937
1150	0.02211967861
1151	0.02209432262
1152	0.02206556366
1153	0.02203436256
1154	0.02201610213
1155	0.02199041737
1156	0.02196676005
1157	0.0219427996
1158	0.02193105242
1159	0.0218947786
1160	0.02183057917
1161	0.02180365269
1162	0.02177917463
1163	0.02174578134
1164	0.02172910182
1165	0.02172101887
1166	0.02169089875
1167	0.02166176678
1168	0.02164683928
1169	0.02160957487
1170	0.02158041144
1171	0.0215594551
1172	0.02152983101
1173	0.02148953461
1174	0.02144343943
1175	0.0214274247
1176	0.02140911573
1177	0.02138508144
1178	0.02134745882
1179	0.02132450834
1180	0.02132439904
1181	0.02131739775
1182	0.02130425227
1183	0.02127167181
1184	0.02126490496
1185	0.02124357377
1186	0.0212384402
1187	0.0212245542
1188	0.02119773909
1189	0.02119309894
1190	0.02116706059
1191	0.02114484358
1192	0.02113972052
1193	0.02110572055
1194	0.02109495625
1195	0.02106447431
1196	0.02104374009
1197	0.0210380115
1198	0.02101945642
1199	0.02097545954
1200	0.02095881382
1201	0.02092716126
1202	0.02091311004
1203	0.02089232147
1204	0.02086707331
1205	0.02083986994
1206	0.02083296141
1207	0.02078675026
1208	0.0207528535
1209	0.02074898604
1210	0.02071438409
1211	0.0206986469
1212	0.02069469517
1213	0.02068994064
1214	0.02064875137
1215	0.02063776221
1216	0.02061500203
1217	0.02059160416
1218	0.02057119758
1219	0.02055030652
1220	0.02052307221
1221	0.02048286866
1222	0.02044233854
1223	0.02042248581
1224	0.02039544724
1225	0.02039536512
1226	0.02037544011
1227	0.02035787918
1228	0.02035494854
1229	0.02033553118
1230	0.02030003827
1231	0.02027717681
1232	0.0202771439
1233	0.02025140941
1234	0.02022561516
1235	0.02019608558
1236	0.02019161292
1237	0.02015614655
1238	0.02015169559
1239	0.02015163531
1240	0.02012832184
1241	0.02009814475
1242	0.02007299159
1243	0.02004966207
1244	0.02001433093
1245	0.01999535249
1246	0.01998159354
1247	0.01995465705
1248	0.01993002116
1249	0.0199249474
1250	0.01988220331
1251	0.01987820692
1252	0.01985778777
1253	0.01982264164
1254	0.01980734075
1255	0.01979342745
1256	0.01977372366
1257	0.01975894278
1258	0.01973684777
1259	0.0197173726
1260	0.0197120529
1261	0.0196949049
1262	0.01967223615
1263	0.01965127327
1264	0.01963188875
1265	0.01959473202
1266	0.01958766912
1267	0.01955959797
1268	0.01952701608
1269	0.01952540839
1270	0.01949523502
1271	0.01947299529
1272	0.01942549825
1273	0.01938626673
1274	0.01936162313
1275	0.01933983875
1276	0.01932350408
1277	0.0193076092
1278	0.01928530306
1279	0.01925531002
1280	0.01922210545
1281	0.01921868431
1282	0.01919545431
1283	0.01917805853
1284	0.01917800015
1285	0.01915814836
1286	0.01910794936
1287	0.01907651744
1288	0.01903426981
1289	0.01901717754
1290	0.01897954373
1291	0.01895447813
1292	0.01892506051
1293	0.01891662379
1294	0.01887516521
1295	0.01886003016
1296	0.01882152914
1297	0.01879811295
1298	0.01879626179
1299	0.01875145083
1300	0.01871532372
1301	0.01869059159
1302	0.01864594855
1303	0.01863680987
1304	0.01858506736
1305	0.0185549
1306	0.01853909198
1307	0.01851089886
1308	0.01848281801
1309	0.0184690807
1310	0.01844593322
1311	0.01844076535
1312	0.01842366475
1313	0.01841829703
1314	0.01839778819
1315	0.01838086464
1316	0.01835847532
1317	0.01833891753
1318	0.01830249649
1319	0.01827923068
1320	0.01826635431
1321	0.0182479521
1322	0.01822765425
1323	0.01821216881
1324	0.01818297075
1325	0.01816475633
1326	0.0181416215
1327	0.01811907111
1328	0.01810271862
1329	0.01808112933
1330	0.0180628778
1331	0.0180525758
1332	0.0180292921
1333	0.01800292291
1334	0.01799872486
1335	0.01798106681
1336	0.01796917735
1337	0.01795446611
1338	0.01790996023
1339	0.017880679
1340	0.01786068719
1341	0.01785506185
1342	0.0178367642
1343	0.01781528328
1344	0.01780258377
1345	0.01776525953
1346	0.01775091666
1347	0.01771800792
1348	0.01770039165
1349	0.01767938787
1350	0.01765835327
1351	0.01765241913
1352	0.01765016591
1353	0.01762213796
1354	0.01759858119
1355	0.01759354189
1356	0.01757880409
1357	0.01751938706
1358	0.01750737319
1359	0.01746700499
1360	0.01745687889
1361	0.0174255091
1362	0.01741661066
1363	0.017392539
1364	0.01736620435
1365	0.01734169774
1366	0.01733767185
1367	0.01729632747
1368	0.01728177038
1369	0.0172794919
1370	0.01727622568
1371	0.01725041952
1372	0.01724825216
1373	0.0172290097
1374	0.01720896819
1375	0.01720112905
1376	0.01718811489
1377	0.01718539093
1378	0.01716551852
1379	0.01715133401
1380	0.01713649321
1381	0.01711602985
1382	0.01709459292
1383	0.01706657293
1384	0.01706510006
1385	0.01705763444
1386	0.01703428393
1387	0.01701631544
1388	0.01701514206
1389	0.01699799204
1390	0.01697414688
1391	0.01696344635
1392	0.01695063905
1393	0.01694320165
1394	0.01690431835
1395	0.01689788728
1396	0.01686720668
1397	0.01685136898
1398	0.01683612108
1399	0.01683406286
1400	0.01683388676
1401	0.01682236565
1402	0.01679846234
1403	0.01679843512
1404	0.01678248263
1405	0.0167663833
1406	0.01673228261
1407	0.01671467085
1408	0.01669899538
1409	0.01668452878
1410	0.01666951115
1411	0.01663973706
1412	0.01662736699
1413	0.01661969342
1414	0.01660575365
1415	0.01658701495
1416	0.01654377069
1417	0.01652065723
1418	0.01650097409
1419	0.01648664342
1420	0.01646582389
1421	0.01643322313
1422	0.0164126369
1423	0.01638570564
1424	0.01635745455
1425	0.01634522173
1426	0.01633943322
1427	0.01632549559
1428	0.01630986459
1429	0.01630061051
1430	0.01627067615
1431	0.01624727453
1432	0.01624723526
1433	0.01622780626
1434	0.01620920941
1435	0.0161950956
1436	0.01619334369
1437	0.0161932914
1438	0.01618773921
1439	0.01617666469
1440	0.01617597696
1441	0.01617019011
1442	0.01616713507
1443	0.01616103357
1444	0.01613834026
1445	0.01611992445
1446	0.01611988369
1447	0.01611565858
1448	0.01610009538
1449	0.01607802025
1450	0.01604375619
1451	0.01601068611
1452	0.01600923791
1453	0.01600559533
1454	0.01598589362
1455	0.01597327927
1456	0.01596216916
1457	0.01594903271
1458	0.01593345448
1459	0.01589636905
1460	0.01588291592
1461	0.01586355527
1462	0.01584137269
1463	0.01582987941
1464	0.01580406736
1465	0.01580051831
1466	0.0157797085
1467	0.01576644267
1468	0.01574460959
1469	0.01570929084
1470	0.01569933858
1471	0.01569495675
1472	0.01568095523
1473	0.015672396
1474	0.01565804375
1475	0.01565137328
1476	0.01563243805
1477	0.0156229844
1478	0.01560383624
1479	0.01559271231
1480	0.01558080549
1481	0.0155632597
1482	0.01555659067
1483	0.0155501525
1484	0.01553677443
1485	0.01553674483
1486	0.01552588207
1487	0.01549662165
1488	0.01547279673
1489	0.01546134366
1490	0.01543071708
1491	0.01543066603
1492	0.0154101484
1493	0.01537196031
1494	0.01536084336
1495	0.01534286536
1496	0.01534001501
1497	0.01533423552
1498	0.015320728
1499	0.01531398079
499	0.01740415656
